modelId,downloads,likes,license,tags,keywords_found,readme_length,url
tasksource/deberta-base-long-nli,45438,25,apache-2.0,"['transformers', 'safetensors', 'deberta-v2', 'text-classification', 'zero-shot-classification', 'dataset:nyu-mll/glue', 'dataset:aps/super_glue', 'dataset:facebook/anli', 'dataset:tasksource/babi_nli', 'dataset:sick', 'dataset:snli', 'dataset:scitail', 'dataset:hans', 'dataset:alisawuffles/WANLI', 'dataset:tasksource/recast', 'dataset:sileod/probability_words_nli', 'dataset:joey234/nan-nli', 'dataset:pietrolesci/nli_fever', 'dataset:pietrolesci/breaking_nli', 'dataset:pietrolesci/conj_nli', 'dataset:pietrolesci/fracas', 'dataset:pietrolesci/dialogue_nli', 'dataset:pietrolesci/mpe', 'dataset:pietrolesci/dnc', 'dataset:pietrolesci/recast_white', 'dataset:pietrolesci/joci', 'dataset:pietrolesci/robust_nli', 'dataset:pietrolesci/robust_nli_is_sd', 'dataset:pietrolesci/robust_nli_li_ts', 'dataset:pietrolesci/gen_debiased_nli', 'dataset:pietrolesci/add_one_rte', 'dataset:tasksource/imppres', 'dataset:hlgd', 'dataset:paws', 'dataset:medical_questions_pairs', 'dataset:Anthropic/model-written-evals', 'dataset:truthful_qa', 'dataset:nightingal3/fig-qa', 'dataset:tasksource/bigbench', 'dataset:blimp', 'dataset:cos_e', 'dataset:cosmos_qa', 'dataset:dream', 'dataset:openbookqa', 'dataset:qasc', 'dataset:quartz', 'dataset:quail', 'dataset:head_qa', 'dataset:sciq', 'dataset:social_i_qa', 'dataset:wiki_hop', 'dataset:wiqa', 'dataset:piqa', 'dataset:hellaswag', 'dataset:pkavumba/balanced-copa', 'dataset:12ml/e-CARE', 'dataset:art', 'dataset:winogrande', 'dataset:codah', 'dataset:ai2_arc', 'dataset:definite_pronoun_resolution', 'dataset:swag', 'dataset:math_qa', 'dataset:metaeval/utilitarianism', 'dataset:mteb/amazon_counterfactual', 'dataset:SetFit/insincere-questions', 'dataset:SetFit/toxic_conversations', 'dataset:turingbench/TuringBench', 'dataset:trec', 'dataset:tals/vitaminc', 'dataset:hope_edi', 'dataset:strombergnlp/rumoureval_2019', 'dataset:ethos', 'dataset:tweet_eval', 'dataset:discovery', 'dataset:pragmeval', 'dataset:silicone', 'dataset:lex_glue', 'dataset:papluca/language-identification', 'dataset:imdb', 'dataset:rotten_tomatoes', 'dataset:ag_news', 'dataset:yelp_review_full', 'dataset:financial_phrasebank', 'dataset:poem_sentiment', 'dataset:dbpedia_14', 'dataset:amazon_polarity', 'dataset:app_reviews', 'dataset:hate_speech18', 'dataset:sms_spam', 'dataset:humicroedit', 'dataset:snips_built_in_intents', 'dataset:hate_speech_offensive', 'dataset:yahoo_answers_topics', 'dataset:pacovaldez/stackoverflow-questions', 'dataset:zapsdcn/hyperpartisan_news', 'dataset:zapsdcn/sciie', 'dataset:zapsdcn/citation_intent', 'dataset:go_emotions', 'dataset:allenai/scicite', 'dataset:liar', 'dataset:relbert/lexical_relation_classification', 'dataset:tasksource/linguisticprobing', 'dataset:tasksource/crowdflower', 'dataset:metaeval/ethics', 'dataset:emo', 'dataset:google_wellformed_query', 'dataset:tweets_hate_speech_detection', 'dataset:has_part', 'dataset:blog_authorship_corpus', 'dataset:launch/open_question_type', 'dataset:health_fact', 'dataset:commonsense_qa', 'dataset:mc_taco', 'dataset:ade_corpus_v2', 'dataset:prajjwal1/discosense', 'dataset:circa', 'dataset:PiC/phrase_similarity', 'dataset:copenlu/scientific-exaggeration-detection', 'dataset:quarel', 'dataset:mwong/fever-evidence-related', 'dataset:numer_sense', 'dataset:dynabench/dynasent', 'dataset:raquiba/Sarcasm_News_Headline', 'dataset:sem_eval_2010_task_8', 'dataset:demo-org/auditor_review', 'dataset:medmcqa', 'dataset:RuyuanWan/Dynasent_Disagreement', 'dataset:RuyuanWan/Politeness_Disagreement', 'dataset:RuyuanWan/SBIC_Disagreement', 'dataset:RuyuanWan/SChem_Disagreement', 'dataset:RuyuanWan/Dilemmas_Disagreement', 'dataset:lucasmccabe/logiqa', 'dataset:wiki_qa', 'dataset:tasksource/cycic_classification', 'dataset:tasksource/cycic_multiplechoice', 'dataset:tasksource/sts-companion', 'dataset:tasksource/commonsense_qa_2.0', 'dataset:tasksource/lingnli', 'dataset:tasksource/monotonicity-entailment', 'dataset:tasksource/arct', 'dataset:tasksource/scinli', 'dataset:tasksource/naturallogic', 'dataset:onestop_qa', 'dataset:demelin/moral_stories', 'dataset:corypaik/prost', 'dataset:aps/dynahate', 'dataset:metaeval/syntactic-augmentation-nli', 'dataset:tasksource/autotnli', 'dataset:lasha-nlp/CONDAQA', 'dataset:openai/webgpt_comparisons', 'dataset:Dahoas/synthetic-instruct-gptj-pairwise', 'dataset:metaeval/scruples', 'dataset:metaeval/wouldyourather', 'dataset:metaeval/defeasible-nli', 'dataset:tasksource/help-nli', 'dataset:metaeval/nli-veridicality-transitivity', 'dataset:tasksource/lonli', 'dataset:tasksource/dadc-limit-nli', 'dataset:ColumbiaNLP/FLUTE', 'dataset:tasksource/strategy-qa', 'dataset:openai/summarize_from_feedback', 'dataset:tasksource/folio', 'dataset:yale-nlp/FOLIO', 'dataset:tasksource/tomi-nli', 'dataset:tasksource/avicenna', 'dataset:stanfordnlp/SHP', 'dataset:GBaker/MedQA-USMLE-4-options-hf', 'dataset:sileod/wikimedqa', 'dataset:declare-lab/cicero', 'dataset:amydeng2000/CREAK', 'dataset:tasksource/mutual', 'dataset:inverse-scaling/NeQA', 'dataset:inverse-scaling/quote-repetition', 'dataset:inverse-scaling/redefine-math', 'dataset:tasksource/puzzte', 'dataset:tasksource/implicatures', 'dataset:race', 'dataset:tasksource/race-c', 'dataset:tasksource/spartqa-yn', 'dataset:tasksource/spartqa-mchoice', 'dataset:tasksource/temporal-nli', 'dataset:riddle_sense', 'dataset:tasksource/clcd-english', 'dataset:maximedb/twentyquestions', 'dataset:metaeval/reclor', 'dataset:tasksource/counterfactually-augmented-imdb', 'dataset:tasksource/counterfactually-augmented-snli', 'dataset:metaeval/cnli', 'dataset:tasksource/boolq-natural-perturbations', 'dataset:metaeval/acceptability-prediction', 'dataset:metaeval/equate', 'dataset:tasksource/ScienceQA_text_only', 'dataset:Jiangjie/ekar_english', 'dataset:tasksource/implicit-hate-stg1', 'dataset:metaeval/chaos-mnli-ambiguity', 'dataset:IlyaGusev/headline_cause', 'dataset:tasksource/logiqa-2.0-nli', 'dataset:tasksource/oasst2_dense_flat', 'dataset:sileod/mindgames', 'dataset:metaeval/ambient', 'dataset:metaeval/path-naturalness-prediction', 'dataset:civil_comments', 'dataset:AndyChiang/cloth', 'dataset:AndyChiang/dgen', 'dataset:tasksource/I2D2', 'dataset:webis/args_me', 'dataset:webis/Touche23-ValueEval', 'dataset:tasksource/starcon', 'dataset:PolyAI/banking77', 'dataset:tasksource/ConTRoL-nli', 'dataset:tasksource/tracie', 'dataset:tasksource/sherliic', 'dataset:tasksource/sen-making', 'dataset:tasksource/winowhy', 'dataset:tasksource/robustLR', 'dataset:CLUTRR/v1', 'dataset:tasksource/logical-fallacy', 'dataset:tasksource/parade', 'dataset:tasksource/cladder', 'dataset:tasksource/subjectivity', 'dataset:tasksource/MOH', 'dataset:tasksource/VUAC', 'dataset:tasksource/TroFi', 'dataset:sharc_modified', 'dataset:tasksource/conceptrules_v2', 'dataset:metaeval/disrpt', 'dataset:tasksource/zero-shot-label-nli', 'dataset:tasksource/com2sense', 'dataset:tasksource/scone', 'dataset:tasksource/winodict', 'dataset:tasksource/fool-me-twice', 'dataset:tasksource/monli', 'dataset:tasksource/corr2cause', 'dataset:lighteval/lsat_qa', 'dataset:tasksource/apt', 'dataset:zeroshot/twitter-financial-news-sentiment', 'dataset:tasksource/icl-symbol-tuning-instruct', 'dataset:tasksource/SpaceNLI', 'dataset:sihaochen/propsegment', 'dataset:HannahRoseKirk/HatemojiBuild', 'dataset:tasksource/regset', 'dataset:tasksource/esci', 'dataset:lmsys/chatbot_arena_conversations', 'dataset:neurae/dnd_style_intents', 'dataset:hitachi-nlp/FLD.v2', 'dataset:tasksource/SDOH-NLI', 'dataset:allenai/scifact_entailment', 'dataset:tasksource/feasibilityQA', 'dataset:tasksource/simple_pair', 'dataset:tasksource/AdjectiveScaleProbe-nli', 'dataset:tasksource/resnli', 'dataset:tasksource/SpaRTUN', 'dataset:tasksource/ReSQ', 'dataset:tasksource/semantic_fragments_nli', 'dataset:MoritzLaurer/dataset_train_nli', 'dataset:tasksource/stepgame', 'dataset:tasksource/nlgraph', 'dataset:tasksource/oasst2_pairwise_rlhf_reward', 'dataset:tasksource/hh-rlhf', 'dataset:tasksource/ruletaker', 'dataset:qbao775/PARARULE-Plus', 'dataset:tasksource/proofwriter', 'dataset:tasksource/logical-entailment', 'dataset:tasksource/nope', 'dataset:tasksource/LogicNLI', 'dataset:kiddothe2b/contract-nli', 'dataset:AshtonIsNotHere/nli4ct_semeval2024', 'dataset:tasksource/lsat-ar', 'dataset:tasksource/lsat-rc', 'dataset:AshtonIsNotHere/biosift-nli', 'dataset:tasksource/brainteasers', 'dataset:Anthropic/persuasion', 'dataset:erbacher/AmbigNQ-clarifying-question', 'dataset:tasksource/SIGA-nli', 'dataset:unigram/FOL-nli', 'dataset:tasksource/goal-step-wikihow', 'dataset:GGLab/PARADISE', 'dataset:tasksource/doc-nli', 'dataset:tasksource/mctest-nli', 'dataset:tasksource/patent-phrase-similarity', 'dataset:tasksource/natural-language-satisfiability', 'dataset:tasksource/idioms-nli', 'dataset:tasksource/lifecycle-entailment', 'dataset:nvidia/HelpSteer', 'dataset:nvidia/HelpSteer2', 'dataset:sadat2307/MSciNLI', 'dataset:pushpdeep/UltraFeedback-paired', 'dataset:tasksource/AES2-essay-scoring', 'dataset:tasksource/english-grading', 'dataset:tasksource/wice', 'dataset:Dzeniks/hover', 'dataset:tasksource/tasksource_dpo_pairs', 'base_model:microsoft/deberta-v3-base', 'base_model:finetune:microsoft/deberta-v3-base', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']","['robust', 'eval']",6596,https://huggingface.co/tasksource/deberta-base-long-nli
OpenMed/OpenMed-NER-PharmaDetect-BioMed-335M,45032,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-BioMed-335M
BAAI/BGE-VL-MLLM-S1,44416,21,mit,"['safetensors', 'llava_next', 'multimodal-retrieval', 'embedding-model', 'custom_code', 'en', 'arxiv:2412.14475', 'base_model:llava-hf/llava-v1.6-mistral-7b-hf', 'base_model:finetune:llava-hf/llava-v1.6-mistral-7b-hf', 'license:mit', 'region:us']",['eval'],122,https://huggingface.co/BAAI/BGE-VL-MLLM-S1
llm-book/bert-base-japanese-v3-ner-wikipedia-dataset,44137,10,apache-2.0,"['transformers', 'pytorch', 'bert', 'token-classification', 'ja', 'dataset:llm-book/ner-wikipedia-dataset', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],184,https://huggingface.co/llm-book/bert-base-japanese-v3-ner-wikipedia-dataset
OpenMed/OpenMed-NER-GenomicDetect-BioMed-109M,44136,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-BioMed-109M
abhinand/MedEmbed-base-v0.1,43432,16,apache-2.0,"['sentence-transformers', 'safetensors', 'bert', 'medembed', 'medical-embedding', 'clinical-embedding', 'information-retrieval', 'en', 'dataset:MedicalQARetrieval', 'dataset:NFCorpus', 'dataset:PublicHealthQA', 'dataset:TRECCOVID', 'dataset:ArguAna', 'base_model:BAAI/bge-base-en-v1.5', 'base_model:finetune:BAAI/bge-base-en-v1.5', 'license:apache-2.0', 'region:us']",['eval'],304,https://huggingface.co/abhinand/MedEmbed-base-v0.1
sdadas/mmlw-roberta-large,42948,13,apache-2.0,"['sentence-transformers', 'pytorch', 'safetensors', 'roberta', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'pl', 'arxiv:2402.13350', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],37555,https://huggingface.co/sdadas/mmlw-roberta-large
OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-560M,42403,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-560M
OpenMed/OpenMed-NER-GenomicDetect-PubMed-v2-109M,42383,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-PubMed-v2-109M
OpenMed/OpenMed-NER-PharmaDetect-PubMed-v2-109M,42309,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-PubMed-v2-109M
OpenMed/OpenMed-NER-GenomicDetect-BioPatient-108M,41482,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-BioPatient-108M
OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-335M,41456,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-335M
OpenMed/OpenMed-NER-BloodCancerDetect-PubMed-335M,41385,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-PubMed-335M
OpenMed/OpenMed-NER-PharmaDetect-MultiMed-335M,41305,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-MultiMed-335M
OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-33M,41295,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-33M
OpenMed/OpenMed-NER-GenomicDetect-BigMed-278M,41241,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-BigMed-278M
OpenMed/OpenMed-NER-BloodCancerDetect-SnowMed-568M,41202,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-SnowMed-568M
OpenMed/OpenMed-NER-GenomicDetect-MultiMed-335M,41171,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-MultiMed-335M
OpenMed/OpenMed-NER-GenomicDetect-SuperMedical-125M,41155,0,apache-2.0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-SuperMedical-125M
deepset/tinyroberta-squad2,40470,112,cc-by-4.0,"['transformers', 'pytorch', 'safetensors', 'roberta', 'question-answering', 'en', 'dataset:squad_v2', 'arxiv:1909.10351', 'license:cc-by-4.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['adversarial'],3471,https://huggingface.co/deepset/tinyroberta-squad2
OpenMed/OpenMed-NER-BloodCancerDetect-BioMed-335M,40184,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-BioMed-335M
OpenMed/OpenMed-NER-GenomicDetect-SuperClinical-141M,39932,0,apache-2.0,"['transformers', 'safetensors', 'deberta-v2', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-SuperClinical-141M
OpenMed/OpenMed-NER-PharmaDetect-PubMed-335M,39920,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-PubMed-335M
OpenMed/OpenMed-NER-PharmaDetect-SnowMed-568M,39905,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-SnowMed-568M
OpenMed/OpenMed-NER-PharmaDetect-ModernClinical-395M,39832,0,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-ModernClinical-395M
OpenMed/OpenMed-NER-BloodCancerDetect-ModernMed-149M,38539,0,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-ModernMed-149M
OpenMed/OpenMed-NER-BloodCancerDetect-PubMed-v2-109M,38429,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-PubMed-v2-109M
OpenMed/OpenMed-NER-BloodCancerDetect-MultiMed-568M,38315,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-MultiMed-568M
OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-33M,37752,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-33M
OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-109M,37709,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-109M
Marqo/marqo-ecommerce-embeddings-L,37523,46,apache-2.0,"['open_clip', 'safetensors', 'siglip', 'clip', 'ecommerce', 'multimodal retrieval', 'transformers', 'openCLIP', 'custom_code', 'dataset:Marqo/amazon-products-eval', 'dataset:Marqo/google-shopping-general-eval', 'license:apache-2.0', 'region:us']",['eval'],169,https://huggingface.co/Marqo/marqo-ecommerce-embeddings-L
lmms-lab/llava-onevision-qwen2-0.5b-ov,27366,25,apache-2.0,"['transformers', 'safetensors', 'llava', 'text-generation', 'multimodal', 'conversational', 'en', 'zh', 'dataset:lmms-lab/LLaVA-OneVision-Data', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],8956,https://huggingface.co/lmms-lab/llava-onevision-qwen2-0.5b-ov
OpenMed/OpenMed-NER-GenomicDetect-SuperMedical-355M,27214,0,apache-2.0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-SuperMedical-355M
OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-109M,27151,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-109M
OpenMed/OpenMed-NER-BloodCancerDetect-SuperMedical-355M,27028,0,apache-2.0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-SuperMedical-355M
